"","Name","investment_precipitation","investment_HTC","cap_precipitation","cap_HTC","p_electricity","p_gas","p_sodium_hydroxide","p_magnesium_sulphate","p_dipotassium_phosphate","p_ammonium_chloride","p_hypochloric_acid","p_magnesium_oxide","p_magnesium_chloride","p_phosphoric_acid","p_oxalate","p_sulfuric_acid","p_hydrochar","p_struvite","p_rock_P","discount_rate","duration","milk_to_sludge","milk_to_sludge_h","P_per_sludge","yinvestment_precipitation","yinvestment_HTC","yp_sodium_hydroxide","yp_magnesium_sulphate","yp_dipotassium_phosphate","yp_ammonium_chloride","yp_hypochloric_acid","yp_magnesium_oxide","yp_magnesium_chloride","yp_phosphoric_acid","yp_oxalate","yp_sulfuric_acid","disposal"
"1","Value",252000,785971,2190,2970,0,0,330,322,2077,210,260,350,240,820,600,150,0,0,478,3,15,10,18,57.17706,2016,2020,2016,2022,2021,2022,2016,2016,2016,2016,2016,2016,245
